Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Introduction to Linear Regression,120 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/labs/410392
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Logistic regression,16 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410393
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Machine Learning in Practice,5 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/quizzes/410394
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Resources: Machine Learning in Practice,8 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/documents/410395
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI,45 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/video/410396
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: Introduction,1 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/video/410396
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: Machine learning vs. deep learning,7 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/video/410397
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: What is automated machine learning?,1 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/video/410398
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: AutoML regression model,10 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/video/410399
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: Evaluate AutoML models,10 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/video/410400
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: Training AutoML Models Using Vertex AI,5 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/quizzes/410401
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Training AutoML Models Using Vertex AI: Training AutoML Models Using Vertex AI,10 min,Easy to Medium,AutoML/Vertex AI/Regression models,https://www.cloudskillsboost.google/course_sessions/4846710/documents/410402
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives,97 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/4846710/video/410403
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: Introduction,1 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411396
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: Training an ML model using BigQuery ML,5 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411397
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: BigQuery Machine Learning supported models,2 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411398
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: Lab intro: Using BigQuery ML to predict penguin weight (BigQuery ML & Explainable AI),1 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411399
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: Lab Demo: Using BigQuery ML to predict penguin weight (BigQuery ML & Explainable AI),12 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411400
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: Using BigQuery ML to Predict Penguin Weight,60 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/labs/411401
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: BigQuery ML hyperparameter tuning,3 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411402
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: How to build and deploy a recommendation system with BigQuery ML,5 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/video/411403
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: BigQuery Machine Learning: Develop ML Models Where Your Data Lives,5 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/quizzes/411404
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,BigQuery Machine Learning: Develop ML Models Where Your Data Lives: BigQuery Machine Learning: Develop ML Models Where Your Data Lives,5 min,Easy to Medium,Big Query/Explanable AI/ML models/Hyperparameter. tuning/recommendation system,https://www.cloudskillsboost.google/course_sessions/5299766/documents/411405
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization,63 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411406
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Introduction,1 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411406
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Defining ML models,4 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411407
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Introducing the course dataset,6 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411408
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Introduction to loss functions,6 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411409
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Gradient descent,5 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411410
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Troubleshooting loss curves,2 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411411
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: ML model pitfalls,6 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411412
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Lecture lab: Introducing the TensorFlow Playground ,6 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411413
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Lecture lab: TensorFlow Playground - Advanced,3 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411414
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Lecture lab: Practicing with neural networks,6 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411415
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Performance metrics ,3 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411416
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Optimization: Confusion matrix,5 min,Easy to Medium,Optimization/loss function/Gradient descent/confusion Matrix/Model evaluation,https://www.cloudskillsboost.google/course_sessions/5299766/video/411417
